,Input,Output
1350,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1351,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-multijoin
1352,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1353,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1354,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-excelparser
1355,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-sqlserver-execute
1356,com-snaplogic-snaps-sqlserver-delete,com-snaplogic-snaps-transform-datatransform
1357,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1358,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-flow-filter
1359,com-snaplogic-snaps-transform-excelparser,com-snaplogic-snaps-flow-copy
1360,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-sqlserver-delete
1361,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-hadoop-hdfswrite
1362,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-jsonformatter
1363,com-snaplogic-snaps-hadoop-hdfsread,com-snaplogic-snaps-transform-csvparser
1364,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-flow-filter
1365,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-box-boxfileoperations
1366,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-box-browser
1367,com-snaplogic-snaps-flow-tail,com-snaplogic-snaps-transform-multijoin
1368,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-flow-router
1369,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1370,com-snaplogic-snaps-box-boxfileoperations,com-snaplogic-snaps-flow-union
1371,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-datatransform
1372,com-snaplogic-snaps-box-boxfileoperations,com-snaplogic-snaps-flow-union
1373,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-datatransform
1374,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-datatransform
1375,com-snaplogic-snaps-box-boxfileoperations,com-snaplogic-snaps-flow-union
1376,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-datatransform
1377,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1378,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-box-boxfileoperations
1379,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1380,com-snaplogic-snaps-box-boxfileoperations,com-snaplogic-snaps-transform-multijoin
1381,com-snaplogic-snaps-box-boxfileoperations,com-snaplogic-snaps-flow-union
1382,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1383,com-snaplogic-snaps-box-boxfileoperations,com-snaplogic-snaps-flow-exit
1384,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1385,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1386,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-filter
1387,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-flow-filter
1388,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-flow-router
1389,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1390,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-datatransform
1391,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-union
1392,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-union
1393,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-datatransform
1394,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1395,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonformatter
1396,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1397,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonsplitter
1398,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-flow-pipeexec
1399,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-flow-filter
1400,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-flow-filter
1401,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1402,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-box-boxfileoperations
1403,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-box-boxfileoperations
1404,com-snaplogic-snaps-box-boxfileoperations,com-snaplogic-snaps-flow-tail
1405,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1406,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-flow-copy
1407,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1408,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-router
1409,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-flow-router
1410,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1411,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1412,com-snaplogic-snaps-box-boxfileoperations,com-snaplogic-snaps-flow-exit
1413,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1414,com-snaplogic-snaps-box-browser,com-snaplogic-snaps-transform-multijoin
1415,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-binary-write
1416,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-binary-write
1417,com-snaplogic-snaps-transform-aggregate,com-snaplogic-snaps-transform-csvformatter
1418,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1419,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-csvformatter
1420,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-aggregate
1421,com-snaplogic-snaps-transform-csvgenerator,com-snaplogic-snaps-flow-pipeexec
1422,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-datatransform
1423,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-flow-filter
1424,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-datatransform
1425,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-jira-create
1426,com-snaplogic-snaps-jira-create,com-snaplogic-snaps-jira-get
1427,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-confluentkafka-confluentkafkaproducer
1428,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-sort
1429,com-snaplogic-snaps-transform-groupbyfields,com-snaplogic-snaps-transform-jsongenerator
1430,com-snaplogic-snaps-oracle-execute,com-snaplogic-snaps-transform-datatransform
1431,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-groupbyfields
1432,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1433,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-sqlserver-insert
1434,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1435,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonsplitter
1436,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-sqlserver-insert
1437,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-sqlserver-insert
1438,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1439,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-transform-datatransform
1440,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-sqlserver-insert
1441,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1442,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-flow-router
1443,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-sqlserver-insert
1444,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1445,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1446,com-snaplogic-snaps-flow-datavalidator,com-snaplogic-snaps-transform-unique
1447,com-snaplogic-snaps-flow-datavalidator,com-snaplogic-snaps-email-emailsender
1448,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-flow-datavalidator
1449,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-datatransform
1450,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-flow-union
1451,com-snaplogic-snaps-rest-patch,com-snaplogic-snaps-flow-union
1452,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-flow-router
1453,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-flow-union
1454,com-snaplogic-snaps-rest-patch,com-snaplogic-snaps-transform-datatransform
1455,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1456,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1457,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1458,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-router
1459,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1460,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1461,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1462,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-patch
1463,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-unique
1464,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonformatter
1465,com-snaplogic-snaps-transform-unique,com-snaplogic-snaps-flow-copy
1466,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1467,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1468,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1469,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1470,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1471,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-flow-router
1472,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonsplitter
1473,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1474,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-get
1475,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-datatransform
1476,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1477,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1478,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1479,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-datatransform
1480,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-oracle-insert
1481,com-snaplogic-snaps-mongo-insert,com-snaplogic-snaps-transform-datatransform
1482,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1483,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-mongo-insert
1484,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-sqlserver-insert
1485,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1486,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1487,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-router
1488,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1489,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-union
1490,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-box-addfolder
1491,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-datatransform
1492,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1493,com-snaplogic-snaps-transform-sequence,com-snaplogic-snaps-transform-multijoin
1494,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1495,com-snaplogic-snaps-box-browser,com-snaplogic-snaps-transform-groupbyn
1496,com-snaplogic-snaps-transform-groupbyn,com-snaplogic-snaps-transform-datatransform
1497,com-snaplogic-snaps-box-addfolder,com-snaplogic-snaps-transform-datatransform
1498,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-binary-simpleread
1499,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-binary-write
1500,com-snaplogic-snaps-snaplogic-list,com-snaplogic-snaps-transform-datatransform
1501,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1502,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1503,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-transform-datatransform
1504,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1505,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1506,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1507,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1508,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-multijoin
1509,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1510,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-csvparser
1511,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-transform-jsonformatter
1512,com-snaplogic-snaps-transform-jsonparser,com-snaplogic-snaps-flow-copy
1513,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-mldatapreparation-categoricaltonumeric
1514,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-transform-datatransform
1515,com-snaplogic-snaps-mldatapreparation-categoricaltonumeric,com-snaplogic-snaps-transform-datatransform
1516,com-snaplogic-snaps-mldatapreparation-scale,com-snaplogic-snaps-mldatapreparation-typeconverter
1517,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-mldatapreparation-scale
1518,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-jsonformatter
1519,com-snaplogic-snaps-mlanalytics-profile,com-snaplogic-snaps-transform-documenttobinary
1520,com-snaplogic-snaps-transform-documenttobinary,com-snaplogic-snaps-binary-write
1521,com-snaplogic-snaps-mlanalytics-profile,com-snaplogic-snaps-transform-jsonformatter
1522,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1523,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-mldatapreparation-datetimeextractor
1524,com-snaplogic-snaps-mldatapreparation-datetimeextractor,com-snaplogic-snaps-transform-datatransform
1525,com-snaplogic-snaps-mldatapreparation-typeconverter,com-snaplogic-snaps-flow-copy
1526,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-mldatapreparation-scale
1527,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1528,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-mlanalytics-profile
1529,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-jsonparser
1530,com-snaplogic-snaps-mldatapreparation-typeconverter,com-snaplogic-snaps-flow-filter
1531,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-mldatapreparation-typeconverter
1532,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-csvparser
1533,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-mldatapreparation-categoricaltonumeric
1534,com-snaplogic-snaps-box-addfolder,com-snaplogic-snaps-transform-datatransform
1535,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-box-addfolder
1536,com-snaplogic-snaps-box-browser,com-snaplogic-snaps-flow-router
1537,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-put
1538,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-box-browser
1539,com-snaplogic-snaps-servicenow-servicenowquery,com-snaplogic-snaps-transform-datatransform
1540,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1541,com-snaplogic-snaps-script-script,com-snaplogic-snaps-transform-jsonformatter
1542,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-script-script
1543,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1544,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1545,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1546,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1547,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1548,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-multijoin
1549,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-rest-post
1550,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-rest-get
1551,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1552,com-snaplogic-snaps-box-boxread,com-snaplogic-snaps-transform-csvparser
1553,com-snaplogic-snaps-transform-csvparser,com-snaplogic-snaps-google-spreadsheet-worksheetwriter
1554,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-sort
1555,com-snaplogic-snaps-snaplogic-list,com-snaplogic-snaps-snaplogic-list
1556,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1557,com-snaplogic-snaps-snaplogic-list,com-snaplogic-snaps-snaplogic-list
1558,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-google-spreadsheet-worksheetwriter
1559,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1560,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1561,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-groupbyfields
1562,com-snaplogic-snaps-transform-groupbyfields,com-snaplogic-snaps-transform-datatransform
1563,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1564,com-snaplogic-snaps-snaplogic-list,com-snaplogic-snaps-transform-datatransform
1565,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-flow-filter
1566,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-multijoin
1567,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-binary-write
1568,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-transform-csvformatter
1569,com-snaplogic-snaps-salesforce-read,com-snaplogic-snaps-transform-multijoin
1570,com-snaplogic-snaps-transform-groupbyn,com-snaplogic-snaps-transform-multijoin
1571,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1572,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1573,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonsplitter
1574,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-pivot
1575,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-multijoin
1576,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1577,com-snaplogic-snaps-transform-csvgenerator,com-snaplogic-snaps-flow-copy
1578,com-snaplogic-snaps-transform-sequence,com-snaplogic-snaps-transform-groupbyn
1579,com-snaplogic-snaps-netsuite-lookup,com-snaplogic-snaps-transform-datatransform
1580,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsongenerator
1581,com-snaplogic-snaps-transform-jsongenerator,com-snaplogic-snaps-rest-post
1582,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-netsuite-lookup
1583,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-datatransform
1584,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-s3filewriter
1585,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonformatter
1586,com-snaplogic-snaps-transform-diff,com-snaplogic-snaps-transform-aggregate
1587,com-snaplogic-snaps-transform-diff,com-snaplogic-snaps-flow-union
1588,com-snaplogic-snaps-transform-diff,com-snaplogic-snaps-flow-union
1589,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-jsonparser
1590,com-snaplogic-snaps-transform-jsonparser,com-snaplogic-snaps-flow-pipeexec
1591,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-jsonparser
1592,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-diff
1593,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-sort
1594,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-filter
1595,com-snaplogic-snaps-flow-filter,com-snaplogic-snaps-flow-exit
1596,com-snaplogic-snaps-flow-union,com-snaplogic-snaps-transform-aggregate
1597,com-snaplogic-snaps-transform-diff,com-snaplogic-snaps-flow-union
1598,com-snaplogic-snaps-transform-aggregate,com-snaplogic-snaps-transform-multijoin
1599,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-datatransform
1600,com-snaplogic-snaps-transform-aggregate,com-snaplogic-snaps-transform-multijoin
1601,com-snaplogic-snaps-transform-multijoin,com-snaplogic-snaps-transform-datatransform
1602,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-sort
1603,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-diff
1604,com-snaplogic-snaps-transform-jsonparser,com-snaplogic-snaps-transform-datatransform
1605,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdaywrite
1606,com-snaplogic-snaps-transform-jsonparser,com-snaplogic-snaps-transform-datatransform
1607,com-snaplogic-snaps-binary-simpleread,com-snaplogic-snaps-transform-jsonparser
1608,com-snaplogic-snaps-transform-aggregate,com-snaplogic-snaps-transform-datatransform
1609,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1610,com-snaplogic-snaps-mongo-find,com-snaplogic-snaps-transform-datatransform
1611,com-snaplogic-snaps-redshift-multiexecute,com-snaplogic-snaps-mongo-find
1612,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-groupbyfields
1613,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-copy
1614,com-snaplogic-snaps-transform-sort,com-snaplogic-snaps-transform-datatransform
1615,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-sort
1616,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-redshift-multiexecute
1617,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1618,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-aggregate
1619,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-transform-jsonformatter
1620,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-datatransform
1621,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1622,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-redshift-multiexecute
1623,com-snaplogic-snaps-redshift-select,com-snaplogic-snaps-flow-router
1624,com-snaplogic-snaps-transform-groupbyfields,com-snaplogic-snaps-transform-datatransform
1625,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1626,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-redshift-multiexecute
1627,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1628,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-datatransform
1629,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-flow-copy
1630,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-redshift-bulkupdate
1631,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-redshift-bulkupdate
1632,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1633,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1634,com-snaplogic-snaps-flow-copy,com-snaplogic-snaps-transform-datatransform
1635,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-rest-get
1636,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1637,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-rest-get
1638,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-jsonformatter
1639,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1640,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-jsonformatter
1641,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1642,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-flow-pipeexec
1643,com-snaplogic-snaps-transform-jsonsplitter,com-snaplogic-snaps-transform-datatransform
1644,com-snaplogic-snaps-transform-jsonformatter,com-snaplogic-snaps-binary-write
1645,com-snaplogic-snaps-flow-pipeexec,com-snaplogic-snaps-transform-datatransform
1646,com-snaplogic-snaps-rest-get,com-snaplogic-snaps-transform-jsonsplitter
1647,com-snaplogic-snaps-rest-post,com-snaplogic-snaps-rest-get
1648,com-snaplogic-snaps-transform-csvformatter,com-snaplogic-snaps-anaplan-upload
1649,com-snaplogic-snaps-transform-conditional,com-snaplogic-snaps-transform-datatransform
1650,com-snaplogic-snaps-anaplan-upload,com-snaplogic-snaps-anaplan-actionjob
1651,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-csvformatter
1652,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-transform-conditional
1653,com-snaplogic-snaps-workday-workdayread,com-snaplogic-snaps-flow-head
1654,com-snaplogic-snaps-flow-head,com-snaplogic-snaps-transform-datatransform
1655,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-workday-workdayread
1656,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-redshift-bulkupdate
1657,com-snaplogic-snaps-flow-router,com-snaplogic-snaps-redshift-bulkupdate
1658,com-snaplogic-snaps-oracle-select,com-snaplogic-snaps-flow-router
1659,com-snaplogic-snaps-transform-datatransform,com-snaplogic-snaps-script-script
